Date,High,Low,Open,Close,Volume,Adj Close
2019-05-24,32.0,28.5,29.75,29.0,44000,29.0
2019-05-28,30.5,28.510000228881836,29.25,28.764999389648438,61500,28.764999389648438
2019-05-29,29.899999618530273,27.65999984741211,29.899999618530273,28.5,207800,28.5
2019-05-30,29.15999984741211,28.219999313354492,28.989999771118164,28.799999237060547,666000,28.799999237060547
2019-05-31,28.59000015258789,26.969999313354492,28.5,26.969999313354492,853800,26.969999313354492
2019-06-03,27.0,24.3700008392334,26.540000915527344,24.809999465942383,19259600,24.809999465942383
2019-06-04,27.940000534057617,24.350000381469727,24.350000381469727,27.75,20135100,27.75
2019-06-05,28.219999313354492,26.459999084472656,27.540000915527344,28.010000228881836,10740200,28.010000228881836
2019-06-06,27.690000534057617,26.229999542236328,27.690000534057617,26.899999618530273,13986100,26.899999618530273
2019-06-07,26.93000030517578,25.71500015258789,26.170000076293945,26.309999465942383,10049100,26.309999465942383
2019-06-10,26.739999771118164,25.1200008392334,26.06999969482422,25.309999465942383,10247200,25.309999465942383
2019-06-11,25.360000610351562,24.530000686645508,25.010000228881836,24.950000762939453,11641200,24.950000762939453
2019-06-12,25.450000762939453,24.479999542236328,25.110000610351562,25.06999969482422,13392000,25.06999969482422
2019-06-13,25.190000534057617,24.700000762939453,25.059999465942383,24.969999313354492,9710800,24.969999313354492
2019-06-14,25.239999771118164,24.549999237060547,24.760000228881836,25.190000534057617,7036800,25.190000534057617
2019-06-17,26.899999618530273,25.450000762939453,25.530000686645508,25.950000762939453,13710100,25.950000762939453
2019-06-18,27.56999969482422,25.75,26.030000686645508,27.299999237060547,14485400,27.299999237060547
2019-06-19,27.479999542236328,26.8700008392334,27.479999542236328,27.149999618530273,10228800,27.149999618530273
2019-06-20,27.600000381469727,26.420000076293945,27.3700008392334,27.15999984741211,7728000,27.15999984741211
2019-06-21,27.709999084472656,26.8700008392334,26.8700008392334,27.209999084472656,12548900,27.209999084472656
2019-06-24,28.450000762939453,27.05299949645996,27.139999389648438,28.010000228881836,6494900,28.010000228881836
2019-06-25,28.09000015258789,27.479999542236328,28.020000457763672,27.670000076293945,6698600,27.670000076293945
2019-06-26,29.375,27.850000381469727,27.93000030517578,29.260000228881836,6735100,29.260000228881836
2019-06-27,30.329999923706055,29.260000228881836,29.3799991607666,29.56999969482422,5879600,29.56999969482422
2019-06-28,29.75,29.260000228881836,29.600000381469727,29.56999969482422,15517800,29.56999969482422
2019-07-01,30.75,28.950000762939453,29.579999923706055,29.68000030517578,5290400,29.68000030517578
2019-07-02,29.600000381469727,28.139999389648438,29.5,28.989999771118164,5438300,28.989999771118164
2019-07-03,28.899999618530273,28.200000762939453,28.780000686645508,28.799999237060547,2234900,28.799999237060547
2019-07-05,29.31999969482422,28.260000228881836,28.450000762939453,28.639999389648438,2888200,28.639999389648438
2019-07-08,28.389999389648438,27.639999389648438,28.389999389648438,27.770000457763672,3478600,27.770000457763672
2019-07-09,27.770000457763672,26.829999923706055,27.469999313354492,26.989999771118164,5285700,26.989999771118164
2019-07-10,27.0,26.440000534057617,26.809999465942383,26.5,5133700,26.5
2019-07-11,26.799999237060547,25.959999084472656,26.549999237060547,26.43000030517578,6066200,26.43000030517578
2019-07-12,27.729999542236328,26.260000228881836,26.420000076293945,27.600000381469727,5154500,27.600000381469727
2019-07-15,28.270000457763672,27.399999618530273,27.40999984741211,28.079999923706055,3443100,28.079999923706055
2019-07-16,28.5,27.71500015258789,27.93000030517578,27.860000610351562,3735900,27.860000610351562
2019-07-17,27.709999084472656,26.850000381469727,27.600000381469727,26.8799991607666,3999300,26.8799991607666
2019-07-18,26.979999542236328,26.413000106811523,26.579999923706055,26.649999618530273,3035200,26.649999618530273
2019-07-19,27.479999542236328,26.639999389648438,26.790000915527344,27.389999389648438,4694800,27.389999389648438
2019-07-22,27.850000381469727,27.209999084472656,27.34000015258789,27.760000228881836,2546100,27.760000228881836
2019-07-23,28.479999542236328,27.450000762939453,27.649999618530273,28.1200008392334,2921400,28.1200008392334
2019-07-24,28.520000457763672,27.6299991607666,27.770000457763672,28.31999969482422,2311800,28.31999969482422
2019-07-25,28.399999618530273,27.75,28.100000381469727,28.020000457763672,3532200,28.020000457763672
2019-07-26,28.524999618530273,27.649999618530273,27.719999313354492,28.479999542236328,3052700,28.479999542236328
