Date,High,Low,Open,Close,Volume,Adj Close
2009-07-27,69.53642272949219,68.13245391845703,68.7417221069336,69.43046569824219,112000.0,61.18763732910156
2009-07-28,69.64238739013672,68.7152328491211,68.7682113647461,69.24503326416016,130200.0,61.02421188354492
2009-07-29,71.9735107421875,68.95364379882812,68.98013305664062,71.1258316040039,375300.0,62.681766510009766
2009-07-30,71.2582778930664,63.33774948120117,71.2582778930664,64.0264892578125,1301500.0,56.42522048950195
2009-07-31,67.39073181152344,63.78807830810547,63.867549896240234,66.01324462890625,910500.0,58.176124572753906
2009-08-03,67.41722106933594,66.62251281738281,67.2317886352539,67.09933471679688,501200.0,59.13326644897461
2009-08-04,67.9735107421875,66.96688842773438,67.07284545898438,67.78807830810547,263600.0,59.740257263183594
2009-08-05,69.05960083007812,67.60264587402344,67.73509979248047,67.9205322265625,278900.0,59.856964111328125
2009-08-06,68.6887435913086,67.1258316040039,68.21192169189453,68.50331115722656,241500.0,60.37054443359375
2009-08-07,70.01324462890625,68.6887435913086,68.8211898803711,69.56291198730469,146300.0,61.30437088012695
2009-08-10,69.90728759765625,68.98013305664062,69.66887664794922,69.27152252197266,251900.0,61.04756546020508
2009-08-11,69.53642272949219,68.55628967285156,69.35099029541016,68.8741683959961,508400.0,60.69740295410156
2009-08-12,69.50993347167969,68.47682189941406,68.58277893066406,68.98013305664062,568800.0,60.79077911376953
2009-08-13,69.64238739013672,68.8211898803711,69.03311157226562,69.00662231445312,837600.0,60.814117431640625
2009-08-14,69.13907623291016,66.80794525146484,68.7417221069336,68.55628967285156,421000.0,60.41726303100586
2009-08-17,68.34436798095703,67.01986694335938,67.54966735839844,67.86754608154297,493000.0,59.81027603149414
2009-08-18,68.7417221069336,67.01986694335938,68.7417221069336,67.54966735839844,488100.0,59.5301513671875
2009-08-19,68.60926818847656,66.78145599365234,67.70861053466797,68.26490020751953,639300.0,60.16044998168945
2009-08-20,68.26490020751953,67.49668884277344,68.052978515625,68.15894317626953,635700.0,60.06706619262695
2009-08-21,68.98013305664062,68.15894317626953,68.39735412597656,68.95364379882812,537500.0,60.76741409301758
2009-08-24,70.41059875488281,69.00662231445312,69.00662231445312,70.14569854736328,495200.0,61.817955017089844
2009-08-25,70.72847747802734,69.32450103759766,70.54304504394531,70.01324462890625,480700.0,61.70124053955078
2009-08-26,70.06622314453125,68.7152328491211,69.80132293701172,69.13907623291016,357100.0,60.93083190917969
2009-08-27,69.48344421386719,67.54966735839844,69.11257934570312,68.6357650756836,552000.0,60.48728942871094
